shrinkage,interaction.depth,n.minobsinnode,n.trees,Accuracy,Kappa,AccuracySD,KappaSD,rho
0.01,1,3,160,0.7575,0.6335497835497835,0.17685936575079164,0.2682101662074717,0
0.01,1,5,160,0.7675,0.6493797247528591,0.16135597611742364,0.2446237813547311,0
0.01,1,10,160,0.7552777777777777,0.6353395360858047,0.1596702814096352,0.23511830223694677,0
0.01,2,3,160,0.7452777777777777,0.6160463914195257,0.14911748850228493,0.22617000857992262,0
0.01,2,5,160,0.7788888888888889,0.6689195219913721,0.1367627384898088,0.2040861708893847,0
0.01,2,10,160,0.7466666666666666,0.618378520704102,0.13313900447664295,0.20018532622585614,0
0.01,3,3,160,0.7875,0.6805740206530373,0.14088229966676594,0.21375571142520142,0
0.01,3,5,160,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,3,10,160,0.7366666666666667,0.6039263062518876,0.14058104975446936,0.21149337159873108,0
0.01,5,3,160,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,160,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,5,10,160,0.7677777777777778,0.6508751285738442,0.12032905273783484,0.18025506601405084,0
0.01,1,3,200,0.7775,0.6652096659559346,0.1526876838732724,0.23099972937682892,0
0.01,1,5,200,0.7786111111111111,0.6660463914195257,0.1574185725887666,0.23892674564353614,0
0.01,1,10,200,0.7552777777777777,0.6353395360858047,0.1596702814096352,0.23511830223694677,0
0.01,2,3,200,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,200,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,10,200,0.7677777777777778,0.6508751285738442,0.12032905273783484,0.18025506601405084,0
0.01,3,3,200,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,3,5,200,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,3,10,200,0.7577777777777778,0.6364229141216298,0.14990737881179242,0.22480327251205387,0
0.01,5,3,200,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,200,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,5,10,200,0.7788888888888889,0.6675417952405109,0.11496555218542819,0.17228377426951852,0
0.01,1,3,240,0.7563888888888889,0.6327130580861924,0.16436710935960341,0.2489544437726434,0
0.01,1,5,240,0.7563888888888889,0.6327130580861924,0.16436710935960341,0.2489544437726434,0
0.01,1,10,240,0.7675,0.6528429282160625,0.16135597611742364,0.23831803039635313,0
0.01,2,3,240,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,240,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,10,240,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,3,3,240,0.79,0.6855861886580387,0.1310255527492673,0.19537825962423727,0
0.01,3,5,240,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,3,10,240,0.7577777777777778,0.6364229141216298,0.14990737881179242,0.22480327251205387,0
0.01,5,3,240,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,240,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,10,240,0.7788888888888889,0.6675417952405109,0.11496555218542819,0.17228377426951852,0
0.01,1,3,280,0.7452777777777777,0.6160463914195258,0.16650223370021347,0.2519891898343815,0
0.01,1,5,280,0.7552777777777777,0.6318763326226012,0.1596702814096352,0.24122856505508158,0
0.01,1,10,280,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,2,3,280,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,280,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,10,280,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,3,280,0.79,0.6855861886580387,0.1310255527492673,0.19537825962423727,0
0.01,3,5,280,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,3,10,280,0.7577777777777778,0.6364229141216298,0.14990737881179242,0.22480327251205387,0
0.01,5,3,280,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,280,0.7688888888888888,0.6517118540374354,0.14648253499644562,0.22042988940255226,0
0.01,5,10,280,0.7788888888888889,0.6675417952405109,0.11496555218542819,0.17228377426951852,0
0.01,1,3,320,0.7452777777777777,0.6160463914195258,0.16650223370021347,0.2519891898343815,0
0.01,1,5,320,0.7452777777777777,0.6160463914195258,0.16650223370021347,0.2519891898343815,0
0.01,1,10,320,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,2,3,320,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,320,0.7677777777777778,0.6508751285738442,0.12032905273783484,0.18025506601405084,0
0.01,2,10,320,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,3,3,320,0.77,0.6539263062518876,0.15147763284072277,0.22805534276290318,0
0.01,3,5,320,0.77,0.6539263062518876,0.15147763284072277,0.22805534276290318,0
0.01,3,10,320,0.7677777777777778,0.6508751285738442,0.141301271695325,0.21174883195917638,0
0.01,5,3,320,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,320,0.7688888888888888,0.6517118540374354,0.14648253499644562,0.22042988940255226,0
0.01,5,10,320,0.7788888888888889,0.6675417952405109,0.11496555218542819,0.17228377426951852,0
0.01,1,3,360,0.7563888888888889,0.6327130580861924,0.16436710935960341,0.2489544437726434,0
0.01,1,5,360,0.7563888888888889,0.6327130580861924,0.16436710935960341,0.2489544437726434,0
0.01,1,10,360,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,2,3,360,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,360,0.7563888888888889,0.6344467661841122,0.14167604665146252,0.2112432837507399,0
0.01,2,10,360,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,3,3,360,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,3,5,360,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,10,360,0.7677777777777778,0.6508751285738442,0.141301271695325,0.21174883195917638,0
0.01,5,3,360,0.7588888888888888,0.6372596395852209,0.15488059031562276,0.2330561132859116,0
0.01,5,5,360,0.7688888888888888,0.6517118540374354,0.14648253499644562,0.22042988940255226,0
0.01,5,10,360,0.79,0.6842084619071777,0.1310255527492673,0.1964685827075143,0
0.01,1,3,400,0.7452777777777777,0.6160463914195258,0.16650223370021347,0.2519891898343815,0
0.01,1,5,400,0.7577777777777778,0.6364229141216298,0.14990737881179242,0.22480327251205387,0
0.01,1,10,400,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,400,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,400,0.7788888888888889,0.6693452010825471,0.14465914717519265,0.21461730982525387,0
0.01,2,10,400,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,3,3,400,0.7788888888888889,0.6684539354853992,0.1242549814354444,0.18663653037340883,0
0.01,3,5,400,0.78,0.6697562474549632,0.1420130116336212,0.21300089645590783,0
0.01,3,10,400,0.7577777777777778,0.6368277185650646,0.14990737881179242,0.22336056633664855,0
0.01,5,3,400,0.77,0.6539263062518876,0.15147763284072277,0.22805534276290318,0
0.01,5,5,400,0.7788888888888889,0.6666157001912816,0.14465914717519265,0.2169326409510092,0
0.01,5,10,400,0.79,0.6842084619071777,0.1310255527492673,0.1964685827075143,0
0.01,1,3,440,0.7452777777777777,0.6160463914195258,0.16650223370021347,0.2519891898343815,0
0.01,1,5,440,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,440,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,440,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,440,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,2,10,440,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,440,0.7788888888888889,0.6684539354853992,0.1242549814354444,0.18663653037340883,0
0.01,3,5,440,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,3,10,440,0.7577777777777778,0.6368277185650646,0.14990737881179242,0.22336056633664855,0
0.01,5,3,440,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,5,5,440,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,440,0.79,0.6842084619071777,0.1310255527492673,0.1964685827075143,0
0.01,1,3,480,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,1,5,480,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,480,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,480,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,480,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,480,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,480,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,5,480,0.7788888888888889,0.6675417952405109,0.11496555218542819,0.17228377426951852,0
0.01,3,10,480,0.7677777777777778,0.6508751285738442,0.141301271695325,0.21174883195917638,0
0.01,5,3,480,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,5,5,480,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,480,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,520,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,1,5,520,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,520,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,520,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,520,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,520,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,520,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,5,520,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,520,0.7688888888888888,0.6534943852317313,0.14648253499644562,0.21817430438027888,0
0.01,5,3,520,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,5,5,520,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,520,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,560,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,560,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,560,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,560,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,560,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,560,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,560,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,5,560,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,560,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,5,3,560,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,5,5,560,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,560,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,600,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,600,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,600,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,600,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,600,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,600,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,600,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,3,5,600,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,3,10,600,0.7577777777777778,0.6368277185650646,0.13032748663382873,0.19376342168191266,0
0.01,5,3,600,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,5,5,600,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,600,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,640,0.7477777777777778,0.6205929729185543,0.16583020552502453,0.2493524013774915,0
0.01,1,5,640,0.7888888888888889,0.6833926110913268,0.1339811935290873,0.1999828342852226,0
0.01,1,10,640,0.7688888888888888,0.6530895807882965,0.14648253499644562,0.2196852033863073,0
0.01,2,3,640,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,640,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,640,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,640,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,3,5,640,0.7377777777777778,0.6065721678529731,0.15347037175578454,0.22953399522494428,0
0.01,3,10,640,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,5,3,640,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,5,5,640,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,640,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,680,0.7477777777777778,0.6205929729185543,0.16583020552502453,0.2493524013774915,0
0.01,1,5,680,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,680,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,680,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,680,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,680,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,680,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,3,5,680,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,3,10,680,0.7477777777777778,0.6210243823051875,0.1724003459587425,0.25780635661721324,0
0.01,5,3,680,0.7688888888888888,0.6530895807882965,0.12637311663899684,0.18951493232602418,0
0.01,5,5,680,0.79,0.6842293365549179,0.1392476847041747,0.20900822863109836,0
0.01,5,10,680,0.78,0.670161051898398,0.1420130116336212,0.21140678238597618,0
0.01,1,3,720,0.7477777777777778,0.6205929729185543,0.16583020552502453,0.2493524013774915,0
0.01,1,5,720,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,720,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,720,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,2,5,720,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,2,10,720,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,720,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,3,5,720,0.7588888888888888,0.6376910489718542,0.14395572593268594,0.21503718804355496,0
0.01,3,10,720,0.7577777777777778,0.6368277185650647,0.1587945416164798,0.23677580556383124,0
0.01,5,3,720,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,720,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,10,720,0.7688888888888888,0.6534943852317313,0.14648253499644562,0.21817430438027888,0
0.01,1,3,760,0.7477777777777778,0.6205929729185543,0.16583020552502453,0.2493524013774915,0
0.01,1,5,760,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,760,0.7466666666666667,0.6197562474549632,0.14307158606095502,0.2145257807830662,0
0.01,2,3,760,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,760,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,2,10,760,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,760,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,3,5,760,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,760,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,760,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,760,0.79,0.6842293365549179,0.1392476847041747,0.20900822863109836,0
0.01,5,10,760,0.7688888888888888,0.6534943852317313,0.14648253499644562,0.21817430438027888,0
0.01,1,3,800,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,800,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,800,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,800,0.7588888888888888,0.6372596395852209,0.13601848700299662,0.2048645233504083,0
0.01,2,5,800,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,2,10,800,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,800,0.7477777777777778,0.6205929729185543,0.13881355981882593,0.20894521184799406,0
0.01,3,5,800,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,800,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,800,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,800,0.78,0.6683785207041021,0.1420130116336212,0.21388818659023026,0
0.01,5,10,800,0.7788888888888889,0.6683982313855775,0.14465914717519265,0.21450273852805218,0
0.01,1,3,840,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,840,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,840,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,840,0.7577777777777778,0.6364229141216298,0.1404590260440977,0.2106268544748174,0
0.01,2,5,840,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,840,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,840,0.7377777777777778,0.6065721678529731,0.15347037175578454,0.22953399522494428,0
0.01,3,5,840,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,840,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,840,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,840,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,10,840,0.7788888888888889,0.6683982313855775,0.14465914717519265,0.21450273852805218,0
0.01,1,3,880,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,880,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,880,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,880,0.7366666666666667,0.6039263062518876,0.14058104975446936,0.21149337159873108,0
0.01,2,5,880,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,880,0.77,0.6557088374461836,0.15147763284072277,0.2258564997243237,0
0.01,3,3,880,0.7377777777777778,0.6065721678529731,0.15347037175578454,0.22953399522494428,0
0.01,3,5,880,0.7488888888888889,0.6232388345196398,0.15176262057606685,0.22697249924564566,0
0.01,3,10,880,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,880,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,880,0.79,0.6842293365549179,0.1392476847041747,0.20900822863109836,0
0.01,5,10,880,0.7788888888888889,0.6683982313855775,0.14465914717519265,0.21450273852805218,0
0.01,1,3,920,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,920,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,920,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,920,0.7366666666666667,0.6039263062518876,0.14058104975446936,0.21149337159873108,0
0.01,2,5,920,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,920,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,920,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,3,5,920,0.7588888888888888,0.6376910489718542,0.14395572593268594,0.21503718804355496,0
0.01,3,10,920,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,920,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,920,0.8011111111111111,0.7008960032215846,0.14255771579245224,0.21403679159940434,0
0.01,5,10,920,0.7788888888888889,0.6683982313855775,0.14465914717519265,0.21450273852805218,0
0.01,1,3,960,0.7577777777777778,0.6364229141216299,0.1587945416164798,0.23813725210118133,0
0.01,1,5,960,0.7788888888888889,0.6675417952405109,0.1367627384898088,0.20500579964697607,0
0.01,1,10,960,0.7577777777777778,0.6364229141216298,0.13032748663382873,0.1954247484833563,0
0.01,2,3,960,0.7366666666666667,0.6039263062518876,0.14058104975446936,0.21149337159873108,0
0.01,2,5,960,0.7588888888888888,0.6376910489718542,0.16189570555990052,0.24204683690150736,0
0.01,2,10,960,0.7588888888888888,0.6390421707795169,0.15488059031562276,0.23104781046098805,0
0.01,3,3,960,0.7477777777777778,0.6210243823051875,0.14659954505999323,0.21896483506198708,0
0.01,3,5,960,0.7588888888888888,0.6376910489718542,0.14395572593268594,0.21503718804355496,0
0.01,3,10,960,0.7677777777777778,0.6517315647189108,0.15789792851682374,0.2345765848216971,0
0.01,5,3,960,0.7788888888888889,0.6675626698882513,0.1242549814354444,0.1864591313292594,0
0.01,5,5,960,0.7911111111111111,0.6850451873707687,0.14610747308055905,0.2201420726241316,0
